Word	Cluster	Jaccard BNC-Genome	Genome neighbors	BNC_normalized neighbors
pond	6	0.0	pond river_bank watering_hole river aquarium fountain pool lake river_bed glass_shelf barren_tree rock trough wildflower white_black	intend facilities suggestion when again new politically this category opposition boot published felt two motivations
pony	14	0.0	pony zebra's_head black_bear horse donkey foal adult_zebra beast brown_horse black_horse cow animals outdoors ram three_zebras	that actually attributes grew whether era unskilled distinction case cost far commitment comparatively redundant gives
ponytail	1	0.0	ponytail capris hair_bow barette cleavage bikini_bottoms hair_band tennis_uniform headband braid tennis_skirt bikini_bottom head_band white_towels hairband	(especially possible tended schooling passing composed boom institution protect sorts cases equal grew eyes divide
pool	17	0.0	pool rooms river_bed manicured_shrub pond metals trash_container small_ripples red_brick stair_rail tree_limbs small_building fountain watering_hole concrete_sidewalk	used claims dividing question particular a yet aspect politically sector useful assuming its country priorities
porch	17	0.0	porch stairwell second_floor giraffe_pen gray_roof eave brown_roof building_window deck roof_top siding gutters brick_chimney clothes_line metal_legs	same forum focussing section centralisation so application latter held authors connection dispersal suburbia again goliath
port	6	0.0	port usb_drive track_pad ports monitor_screen trackpad dell drive dell_logo cat_tail icons touch_pad usb video marina	against alternative most big final constraining benefit aspects take knowledge right books postgraduate use today
post	17	0.0	post pole wooden_post poles posts column light_post metal_pole fence_post lamp_pole lamp_post pillar light_pole wood_post signpost	many this locals when claimed boot launched denied category servants its there felt series concerning
poster	6	0.0	poster detector deer_head brances bus_front tapestry orange_sign framed_painting framed_print bird_decal wall_hanging wall_tile white_shelf marble_tile dry_erase_board	broader commercial sharp distinction at areas race actually at communication saunders unskilled cost owned consideration
pot	6	0.0	pot vase pots tea_pot kettle planter tea_kettle broth black_pot flower_pot cooking_pot burner gas_burner frying_pan pan	enquiries meaningful davids few society bell most inhabited industry question sector aspect co-operation ssrc often
potato	7	0.0	potato potatoe bell_peppers food_items carrot_slice green_beans brussel_sprout cauliflower steak yam sweet_potato breadsticks meat chickpeas cucumbers	clearly northwards receive far into ideologies but within allow another behind most unskilled according surprisingly
pouch	6	0.0	pouch liquor_bottle black_tshirt snaps sacks trackpad storage_container holster plate_stack springs brakes beverages tinsel motors alcohol	regard effectiveness in provision depends (1 get opposing almost facts incomer redundant two social actually
print	6	0.0	print skull red_letter hoof_prints question_mark lettering f snow_flake 22 51 foot_prints footstep pirate 19 writing	studies view creation point ideology right involved locally social wherever disseminate stems massive results these
printer	12	0.0	printer cpu tape_dispenser file_cabinet champagne_flute framed_photo speaker computer_monitor hard_drive bulletin_board cellular_phone memory_chip beaker computer_chair wicker_basket	than value predominantly migration anthony actually does locked besides has felt unskilled conflict engendered 171
produce	4	0.0	produce artichokes oranges shoppers apples pears red_apples teddy_bears watermelons fruits mangoes okra mango breadsticks movies	parts of is truth decisions deserved presented expert circulation support affect defend one out planning
prong	7	0.0	prong tine tines ends prongs setting loops tong tuna points light_reflected coil ankle wind_sock end	chat provision that attempt social unique depends prevailing locals effectiveness year almost claims polarity are
propeller	13	0.0	propeller propellers engines propellor landing_gear tail_fin fuselage propeller_blade airplane_tail tail_wing stabilizer rotor front_landing_gear turbine bullseye	importance explain national 358 suburbia camps various again time criteria status concentrates possibility authors found
pull	10	0.0	pull nob computer_keyboard luggage_tag drawer_pull hardware safety_bar tents knick_knack drawer_handle cabinet_handle grab_bar flush_button red_umbrella envelopes	planning affect circulation presented defend deserved support bears decisions is weapon collar expert changes produced
pump	10	0.0	pump green_label pink_top bottle_top bottle_cap gas_pump washing_machine alcove tractor_trailer concrete_post yellow_cap white_cap soap_bottle newspaper_stand grey_road	conflicting cast types besides value where felt discussions living meant large ideas stems influences divides
puppy	15	0.0	puppy brown_bear foal polar_bear front_paw kitten poodle stuffed_animal cat_face stuffed_dog squirrel dog rowboat bulldog black_cat	second numbers cases consideration those class each since articles tended grew race schooling claim situated
pylon	17	0.0	pylon marsh cement_square hoof_prints brown_ground dips wooden_post yellow_square night_sky muddy_water stilts blue_white store_fronts gas road_edge	obtain there most study economy few well-known may davids commercial often doing outside at society
quilt	12	0.0	quilt bedsheet bedspread green_vest decorative_pillow green_pillow white_pillows footboard bed_cover pillow_cover cushions blanket throw_pillows throw_pillow spread	themselves cost stress unskilled actually at extensive sector owned case sharp a migration distinction commercial
rack	10	0.0	rack luggage_rack towel_holder towel_rack towels shelf pantry holder dispenser wall_trim oven_rack stove shower_curtain radiator flatbread	ultimately born as politically court number would migration at early stress opposition modern intensive forge
racket	8	0.0	racket tennis_racket racquet raquet bat rackets frisbee game_control tennis_racquet ski_pole wii_control baseball_bat cow's_neck ball game_controller	going at politically anthony saunders networks distinction actually areas two suggestion predominantly commercial engendered apart
radiator	12	0.0	radiator heater windowsill paneling brown_couch baseboard tub power_outlet siren light_switches sill wood_bench lavatory air_conditioner folding_table	born politically opposition at as ultimately predominantly forge felt court migration 171 new between two
radio	12	0.0	radio game_console plastic_cups paint_can walkie_talkie stereo_system router kleenex_box stuff fridge_door khakis poinsettia tank_lid tape_dispenser groceries	depend today the time intensive enquiry internal does argument camps as applies whole listen much
